tag,config_id,variant,label,seed,run,offered,refused,received,pdr,goodput_kbps,delay_ms,jitter_ms,hops,control_packets,control_bytes,nrl
aodv-d06200c6_n50_v10_p0_f10_d3d689e9_s1_r8,d3d689e9,aodv-d06200c6,aodv-ns3-default,1,8,7190,0,6512,0.9057023643949931,148.494021554517,18.434429207616706,11.456481697939097,2.3169533169533167,43784,2101528,6.723587223587224
aodv-d06200c6_n50_v10_p0_f10_d3d689e9_s1_r9,d3d689e9,aodv-d06200c6,aodv-ns3-default,1,9,7186,0,6337,0.8818536042304481,144.57210750415263,10.248092157172165,10.714999209736053,2.3451159854820895,47711,2299998,7.528956919678081
aodv-d06200c6_n50_v10_p0_f10_d3d689e9_s1_r10,d3d689e9,aodv-d06200c6,aodv-ns3-default,1,10,7186,0,6273,0.8729473977177846,143.1194382144435,21.742863063924755,17.88392463675555,2.8294277060417663,57752,2782076,9.206440299697114
odr_n50_v10_p0_f10_d3d689e9_s1_r1,d3d689e9,odr,odr,1,1,7188,0,6900,0.9599332220367279,157.3751069550935,23.925618840579713,19.03548766328012,3.434057971014493,10184,525072,1.4759420289855072
odr_n50_v10_p0_f10_d3d689e9_s1_r2,d3d689e9,odr,odr,1,2,7179,0,6450,0.8984538236523193,147.2898900132403,16.02775565891473,12.650029503105593,2.8463565891472866,7659,393644,1.1874418604651162
odr_n50_v10_p0_f10_d3d689e9_s1_r3,d3d689e9,odr,odr,1,3,7182,0,7068,0.9841269841269841,161.3364612740574,10.931649971703452,8.078822754321338,2.4417091114883984,5851,301692,0.827815506508206
odr_n50_v10_p0_f10_d3d689e9_s1_r4,d3d689e9,odr,odr,1,4,7182,0,7054,0.9821776663881927,161.0584171013233,11.000691806067481,8.130221181147075,2.6263113127303654,6012,310080,0.8522823929685285
odr_n50_v10_p0_f10_d3d689e9_s1_r5,d3d689e9,odr,odr,1,5,7183,0,6602,0.9191145760824169,150.6847295896299,12.39581566192063,8.453484071601942,2.501060284762193,4934,254000,0.7473492880945168
odr_n50_v10_p0_f10_d3d689e9_s1_r6,d3d689e9,odr,odr,1,6,7186,0,6944,0.9663234066239911,158.47699939954165,51.267982430875584,18.350498990481686,3.4788306451612905,8977,461720,1.2927707373271888
odr_n50_v10_p0_f10_d3d689e9_s1_r7,d3d689e9,odr,odr,1,7,7194,0,6948,0.9658048373644704,158.34464499953793,46.94003598157744,20.56335428077255,3.174726540011514,10393,534288,1.495826137017847
odr_n50_v10_p0_f10_d3d689e9_s1_r8,d3d689e9,odr,odr,1,8,7190,0,6892,0.9585535465924896,157.16806718852382,14.444250725478819,9.322696018599245,2.396401625072548,5924,305472,0.8595473012188044
odr_n50_v10_p0_f10_d3d689e9_s1_r9,d3d689e9,odr,odr,1,9,7186,0,6699,0.9322293348177011,152.82530100418742,13.900609046126288,8.484819105994918,2.502015226153157,5420,279624,0.8090759814897746
odr_n50_v10_p0_f10_d3d689e9_s1_r10,d3d689e9,odr,odr,1,10,7186,0,6956,0.9679933203451155,158.71891358977476,20.967993099482463,15.726462712352435,2.982173663024727,8811,454564,1.2666762507188039
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r1,d3d689e9,odr-b54cbfd9,odr-art6,1,1,7188,0,6810,0.9474123539232053,155.32331332758292,29.643392070484587,20.97775,3.4066079295154186,10008,515816,1.4696035242290748
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r2,d3d689e9,odr-b54cbfd9,odr-art6,1,2,7179,0,6402,0.8917676556623485,146.1894901270799,26.263493908153702,13.50922729974969,2.838800374882849,7449,383308,1.1635426429240863
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r3,d3d689e9,odr-b54cbfd9,odr-art6,1,3,7182,0,7064,0.9835700362016151,161.24543066423843,10.559292185730463,8.6551560816558,2.4236976217440542,6309,325252,0.8931200453001132
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r4,d3d689e9,odr-b54cbfd9,odr-art6,1,4,7182,0,7068,0.9841269841269841,161.37934711308193,10.695172608941709,7.836693397563049,2.5734295415959254,5844,301624,0.8268251273344652
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r5,d3d689e9,odr-b54cbfd9,odr-art6,1,5,7183,0,7038,0.9798134484198803,160.6363957181327,11.766855640807048,7.738843198634036,2.4712986643932933,4607,237316,0.6545893719806763
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r6,d3d689e9,odr-b54cbfd9,odr-art6,1,6,7186,0,6922,0.963261898135263,157.97515688679437,51.063472984686506,17.926089409722223,3.470962149667726,9270,476688,1.3392083212944237
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r7,d3d689e9,odr-b54cbfd9,odr-art6,1,7,7194,0,6945,0.9653878231859884,158.27650934027483,49.23193952483802,20.42241672674838,3.176529877609791,9406,483592,1.354355651547876
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r8,d3d689e9,odr-b54cbfd9,odr-art6,1,8,7190,0,6889,0.9581363004172462,157.09866549182271,14.6670002903179,9.337355574938217,2.372623022209319,5989,308624,0.869356945855712
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r9,d3d689e9,odr-b54cbfd9,odr-art6,1,9,7186,0,6720,0.9351516838296688,153.30507102844348,12.997373809523811,7.824023546944858,2.5095238095238095,5235,270032,0.7790178571428571
odr-b54cbfd9_n50_v10_p0_f10_d3d689e9_s1_r10,d3d689e9,odr-b54cbfd9,odr-art6,1,10,7186,0,7000,0.9741163373225716,159.72253052703786,23.341862857142857,15.183984263233192,2.932,8986,463668,1.2837142857142858
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r1,d3d689e9,odr-56163836,odr-destonly,1,1,7188,0,6508,0.9053978853644964,148.43005396759943,60.30528426551937,26.37504462911666,3.380915795943454,10064,519588,1.5464044253226799
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r2,d3d689e9,odr-56163836,odr-destonly,1,2,7179,0,6513,0.9072294191391559,148.72459192810044,20.73862766774144,14.789216054128865,2.9583909104867185,8017,412980,1.2309227698449254
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r3,d3d689e9,odr-56163836,odr-destonly,1,3,7182,0,6707,0.9338624338624338,153.09473008311554,12.518487848516477,9.729675227713903,2.3894438646190546,6732,347528,1.0037274489339496
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r4,d3d689e9,odr-56163836,odr-destonly,1,4,7182,0,6610,0.9203564466722362,150.95091772334422,12.367836611195163,8.919865151515152,2.529198184568835,6655,343424,1.0068078668683813
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r5,d3d689e9,odr-56163836,odr-destonly,1,5,7183,0,6816,0.9489071418627314,155.57650742132066,45.84359330985916,11.331136791066706,2.440580985915493,5343,276032,0.7838908450704225
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r6,d3d689e9,odr-56163836,odr-destonly,1,6,7186,0,6782,0.9437795713888116,154.78743508009435,92.82363757003833,26.024525989367984,3.484665290474786,9169,472900,1.3519610734296668
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r7,d3d689e9,odr-56163836,odr-destonly,1,7,7194,0,6689,0.9298026132888518,152.43974670442725,77.50643653759904,25.428257972750416,3.176110031394827,10261,529092,1.534011062939154
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r8,d3d689e9,odr-56163836,odr-destonly,1,8,7190,0,6643,0.9239221140472879,151.48257098679233,18.710162878217673,9.936008291873963,2.432936926087611,5620,290020,0.8460033117567364
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r9,d3d689e9,odr-56163836,odr-destonly,1,9,7186,0,7044,0.9802393543000278,160.70682029208155,13.090633162975582,9.882762866079048,2.554088586030664,6273,323708,0.8905451448040886
odr-56163836_n50_v10_p0_f10_d3d689e9_s1_r10,d3d689e9,odr-56163836,odr-destonly,1,10,7186,0,6932,0.9646534929028667,158.17368995247256,15.957101846508948,11.561235192141002,2.9799480669359495,7894,407464,1.1387766878245817
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r1,d3d689e9,odr-e805617a,odr-retries4,1,1,7188,0,6900,0.9599332220367279,157.3751069550935,23.925618840579713,19.03548766328012,3.434057971014493,10184,525072,1.4759420289855072
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r2,d3d689e9,odr-e805617a,odr-retries4,1,2,7179,0,6412,0.8931606073269257,146.42093514054034,18.015749064254525,13.134352858481726,2.8223643169058015,7591,390332,1.183873986275733
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r3,d3d689e9,odr-e805617a,odr-retries4,1,3,7182,0,7068,0.9841269841269841,161.3364612740574,10.931649971703452,8.078822754321338,2.4417091114883984,5851,301692,0.827815506508206
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r4,d3d689e9,odr-e805617a,odr-retries4,1,4,7182,0,7054,0.9821776663881927,161.0584171013233,11.000691806067481,8.130221181147075,2.6263113127303654,6012,310080,0.8522823929685285
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r5,d3d689e9,odr-e805617a,odr-retries4,1,5,7183,0,6602,0.9191145760824169,150.6847295896299,12.39581566192063,8.453484071601942,2.501060284762193,4934,254000,0.7473492880945168
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r6,d3d689e9,odr-e805617a,odr-retries4,1,6,7186,0,6944,0.9663234066239911,158.47699939954165,51.267982430875584,18.350498990481686,3.4788306451612905,8977,461720,1.2927707373271888
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r7,d3d689e9,odr-e805617a,odr-retries4,1,7,7194,0,6948,0.9658048373644704,158.34464499953793,46.94003598157744,20.56335428077255,3.174726540011514,10393,534288,1.495826137017847
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r8,d3d689e9,odr-e805617a,odr-retries4,1,8,7190,0,6867,0.955076495132128,156.59712717873745,45.66164045434688,11.354886247630159,2.4588612203291103,5867,302712,0.854376001164992
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r9,d3d689e9,odr-e805617a,odr-retries4,1,9,7186,0,6699,0.9322293348177011,152.82530100418742,13.900609046126288,8.484819105994918,2.502015226153157,5420,279624,0.8090759814897746
odr-e805617a_n50_v10_p0_f10_d3d689e9_s1_r10,d3d689e9,odr-e805617a,odr-retries4,1,10,7186,0,6956,0.9679933203451155,158.71891358977476,20.967993099482463,15.726462712352435,2.982173663024727,8811,454564,1.2666762507188039
